survey_id,Date,ANI,DNIS,channel,product,state,call_transcrpt,all_topics_discussed,supporting_quote,ai_topic_reasoning,customer_sentiment,process_time,model_version,topic_cluster_ids,topic_discussed,general_topic_l1
S045,31/08/2025,0486 432 391,0498 231 531,Phone,Extras,WA,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.",The customer expressed difficulties due to unclear instructions and a confusing service process that led to frustration. Immediate clarification and efficiency improvements may be needed.,Negative,2025-11-18T22:48:11,gpt-4o-mini,"[10, 10, 4, 8]",Frustrating experience,Customer service issues
S046,3/06/2025,0434 637 721,0463 808 864,Web,Combined,SA,"I faced a poor product quality recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Poor product quality', 'Inconvenient experience', 'Confusing process', 'Slow resolution']","the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","The customer encountered issues with product quality and found the resolution process unsatisfactory, leading to frustration.",Negative,2025-11-18T22:48:14,gpt-4o-mini,"[2, 8, 10, 4]",Poor product quality,Service and Product Quality
S046,3/06/2025,0434 637 721,0463 808 864,Web,Combined,SA,"I faced a poor product quality recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Poor product quality', 'Inconvenient experience', 'Confusing process', 'Slow resolution']","the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","The customer encountered issues with product quality and found the resolution process unsatisfactory, leading to frustration.",Negative,2025-11-18T22:48:14,gpt-4o-mini,"[2, 8, 10, 4]",Inconvenient experience,Customer service issues
S046,3/06/2025,0434 637 721,0463 808 864,Web,Combined,SA,"I faced a poor product quality recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Poor product quality', 'Inconvenient experience', 'Confusing process', 'Slow resolution']","the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","The customer encountered issues with product quality and found the resolution process unsatisfactory, leading to frustration.",Negative,2025-11-18T22:48:14,gpt-4o-mini,"[2, 8, 10, 4]",Confusing process,Communication improvement needs
S046,3/06/2025,0434 637 721,0463 808 864,Web,Combined,SA,"I faced a poor product quality recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Poor product quality', 'Inconvenient experience', 'Confusing process', 'Slow resolution']","the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","The customer encountered issues with product quality and found the resolution process unsatisfactory, leading to frustration.",Negative,2025-11-18T22:48:14,gpt-4o-mini,"[2, 8, 10, 4]",Slow resolution,Service response efficiency
S047,21/09/2025,0495 325 834,0443 249 669,Branch,Ambulance Cover,WA,"I am quite polite but firm with how the billing error was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Billing error resolution', 'Poor communication', 'Long resolution time']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expressed dissatisfaction with the handling of a billing error and lack of clear communication regarding the resolution process.,Negative,2025-11-18T22:48:17,gpt-4o-mini,"[9, 10, 4]",Billing error resolution,Billing discrepancies management
S047,21/09/2025,0495 325 834,0443 249 669,Branch,Ambulance Cover,WA,"I am quite polite but firm with how the billing error was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Billing error resolution', 'Poor communication', 'Long resolution time']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expressed dissatisfaction with the handling of a billing error and lack of clear communication regarding the resolution process.,Negative,2025-11-18T22:48:17,gpt-4o-mini,"[9, 10, 4]",Poor communication,Communication improvement needs
S047,21/09/2025,0495 325 834,0443 249 669,Branch,Ambulance Cover,WA,"I am quite polite but firm with how the billing error was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Billing error resolution', 'Poor communication', 'Long resolution time']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.",The customer expressed dissatisfaction with the handling of a billing error and lack of clear communication regarding the resolution process.,Negative,2025-11-18T22:48:17,gpt-4o-mini,"[9, 10, 4]",Long resolution time,Service response efficiency
S048,23/05/2025,0461 873 246,0420 739 308,Web,Hospital,VIC,"I'm frustrated about how my damaged parcel was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Frustration with parcel handling', 'Lack of escalation process', 'Accountability issues']",I'm frustrated about how my damaged parcel was addressed.,The comment highlights dissatisfaction with the handling of a damaged parcel and inadequate processes for escalation.,Negative,2025-11-18T22:48:21,gpt-4o-mini,"[0, 3, 5]",Frustration with parcel handling,Delivery handling concerns
S048,23/05/2025,0461 873 246,0420 739 308,Web,Hospital,VIC,"I'm frustrated about how my damaged parcel was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Frustration with parcel handling', 'Lack of escalation process', 'Accountability issues']",I'm frustrated about how my damaged parcel was addressed.,The comment highlights dissatisfaction with the handling of a damaged parcel and inadequate processes for escalation.,Negative,2025-11-18T22:48:21,gpt-4o-mini,"[0, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S048,23/05/2025,0461 873 246,0420 739 308,Web,Hospital,VIC,"I'm frustrated about how my damaged parcel was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Frustration with parcel handling', 'Lack of escalation process', 'Accountability issues']",I'm frustrated about how my damaged parcel was addressed.,The comment highlights dissatisfaction with the handling of a damaged parcel and inadequate processes for escalation.,Negative,2025-11-18T22:48:21,gpt-4o-mini,"[0, 3, 5]",Accountability issues,Team accountability challenges
S049,5/10/2025,0499 662 279,0418 221 908,Branch,Ambulance Cover,VIC,The overall experience was not great due to a missing item. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Missing item issue', 'Poor customer support', 'Unresolved complaint']",The overall experience was not great due to a missing item.,"The customer faced issues with a missing item and had to contact support multiple times for resolution, indicating service quality concerns.",Negative,2025-11-18T22:48:24,gpt-4o-mini,"[7, 1, 1]",Missing item issue,Incorrect item management
